/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_45_188.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_45_188.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_45_188.jpg, 0, 0, 0, 7.862056E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_45_301.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_45_301.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_45_301.jpg, 0, 0, 0, 7.864879E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_45_408.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_45_408.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_45_408.jpg, 0, 0, 0, 7.810973E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_45_508.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_45_508.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_45_508.jpg, 0, 0, 0, 7.924464E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_45_617.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_45_617.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_45_617.jpg, 0, 0, 0, 7.825134E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_45_717.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_45_717.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_45_717.jpg, 0, 0, 0, 7.902446E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_45_824.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_45_824.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_45_824.jpg, 0, 0, 0, 7.816344E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_45_929.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_45_929.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_45_929.jpg, 0, 0, 0, 7.783368E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_033.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_033.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_033.jpg, 0, 0, 0, 7.876641E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_140.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_140.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_140.jpg, 0, 0, 0, 7.950049E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_244.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_244.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_244.jpg, 0, 0, 0, 7.879244E-05
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_345.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_345.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_345.jpg, 0, 0.1858442, 0, 0.07884078
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_450.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_450.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_450.jpg, 0, 0.4937761, 0, 0.519491
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_551.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_551.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_551.jpg, -0.2728379, 0.8035169, 0, 1.321286
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_654.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_654.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_654.jpg, -0.607182, 1, 0, 2.718042
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_760.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_760.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_760.jpg, -0.4881299, 1, 0, 3.88379
/home/vibertron/Desktop/Data/IMG/center_2018_12_28_18_22_46_864.jpg, /home/vibertron/Desktop/Data/IMG/left_2018_12_28_18_22_46_864.jpg, /home/vibertron/Desktop/Data/IMG/right_2018_12_28_18_22_46_864.jpg, -0.2028658, 1, 0, 5.056795
